,unique_key,date,primary_type,description,location_description,arrest,domestic,district,ward,community_area,year,latitude,longitude,Cluster
0,11599181,2019-02-18 09:09:00 UTC,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,1,False,2,3.0,34,2019,41.827141747,-87.62971757700001,2
1,10841709,2017-02-07 11:05:00 UTC,OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,GOVERNMENT BUILDING/PROPERTY,0,False,2,3.0,37,2017,41.801852528000005,-87.63004566299999,2
2,10789910,2016-12-21 10:15:00 UTC,NARCOTICS,POSS: SYNTHETIC DRUGS,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2016,41.80171934,-87.63070362100001,2
3,11929096,2019-12-22 06:35:00 UTC,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,1,False,2,3.0,37,2019,41.80171934,-87.63070362100001,2
4,12107993,2020-07-16 12:21:00 UTC,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC BUILDING,0,False,17,39.0,13,2020,41.973167821,-87.71349526799999,0
5,12287169,2021-01-25 12:00:00 UTC,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,False,16,41.0,10,2021,41.975438255,-87.832306588,0
6,10877219,2017-03-14 02:07:00 UTC,NARCOTICS,POSS: COCAINE,STREET,1,False,9,12.0,59,2017,41.826187748,-87.684909887,2
7,10939387,2017-05-05 09:00:00 UTC,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,0,False,8,13.0,64,2017,41.78528909,-87.76734577399999,4
8,11295777,2018-04-23 07:00:00 UTC,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,STREET,0,False,2,3.0,34,2018,41.830830693,-87.62982395,2
9,11415174,2018-06-15 10:00:00 UTC,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,APARTMENT,0,False,1,25.0,34,2018,41.856291443,-87.630191028,2
10,11361906,2018-06-27 07:13:00 UTC,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,PARKING LOT/GARAGE(NON.RESID.),1,False,2,3.0,37,2018,41.794583892,-87.629307346,2
11,11486807,2018-10-24 07:00:00 UTC,BURGLARY,HOME INVASION,RESIDENCE,0,False,8,13.0,64,2018,41.772069223,-87.738442514,4
12,10554332,2016-06-09 09:40:00 UTC,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,PARK PROPERTY,1,False,17,39.0,13,2016,41.973897266,-87.71187746,0
13,11084975,2017-08-10 09:09:00 UTC,PROSTITUTION,SOLICIT FOR BUSINESS,HOTEL/MOTEL,1,False,16,41.0,10,2017,41.985421498,-87.829756604,0
14,11094381,2017-09-20 03:00:00 UTC,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,0,False,16,41.0,10,2017,41.973489159,-87.828386979,0
15,11272539,2018-04-01 01:07:00 UTC,NARCOTICS,POSS: COCAINE,STREET,1,False,9,12.0,59,2018,41.832064305,-87.68656049399999,2
16,12087915,2020-06-25 10:15:00 UTC,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,HOTEL / MOTEL,0,False,16,41.0,10,2020,41.981579153,-87.83658001399999,0
17,11371492,2018-07-06 03:00:00 UTC,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,JAIL / LOCK-UP FACILITY,1,False,2,3.0,37,2018,41.80171934,-87.63070362100001,2
18,11658983,2019-04-18 09:57:00 UTC,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,0,True,6,8.0,47,2019,41.732385017,-87.60216513600001,3
19,11293985,2018-04-23 06:00:00 UTC,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,0,False,2,3.0,37,2018,41.794555986999995,-87.63057650299999,2
20,11129320,2017-10-25 11:30:00 UTC,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,STREET,1,False,8,13.0,64,2017,41.774327672,-87.742142692,4
21,12528100,2021-10-31 11:03:00 UTC,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,0,False,5,9.0,54,2021,41.659107176,-87.61673605899999,3
22,12432588,2021-07-23 08:00:00 UTC,THEFT,PURSE-SNATCHING,SIDEWALK,0,False,2,3.0,34,2021,41.830830693,-87.62982395,2
23,10438760,2016-03-06 10:18:00 UTC,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,1,False,9,12.0,59,2016,41.835019175,-87.68497487200001,2
24,10471726,2016-04-02 02:22:00 UTC,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,1,False,8,13.0,64,2016,41.771961744,-87.742076435,4
25,10574634,2016-06-24 11:34:00 UTC,CRIMINAL DAMAGE,TO STATE SUP PROP,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2016,41.80171934,-87.63070362100001,2
26,11761750,2019-07-17 10:34:00 UTC,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,1,False,17,39.0,13,2019,41.975106476,-87.708662561,0
27,11197399,2018-01-06 12:03:00 UTC,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,1,False,9,12.0,59,2018,41.831178131,-87.685626407,2
28,11312487,2018-05-11 06:59:00 UTC,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2018,41.80171934,-87.63070362100001,2
29,11554108,2018-12-03 09:00:00 UTC,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,0,False,17,33.0,13,2018,41.975124523000005,-87.70744143799999,0
30,10484664,2016-04-13 09:52:00 UTC,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENTIAL YARD (FRONT/BACK),1,True,4,8.0,45,2016,41.747195518000005,-87.584191305,3
31,11897522,2019-11-20 04:51:00 UTC,NARCOTICS,MANU/DELIVER:BARBITUATES,STREET,1,False,8,13.0,64,2019,41.784903926,-87.788142798,4
32,10634287,2016-08-10 06:35:00 UTC,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,0,False,2,3.0,37,2016,41.80991742,-87.62995745399999,2
33,10984772,2017-06-17 02:15:00 UTC,NARCOTICS,POSS: COCAINE,STREET,1,False,9,12.0,59,2017,41.829506129,-87.685008491,2
34,11179821,2017-12-16 11:07:00 UTC,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,OTHER,1,False,5,9.0,54,2017,41.675294687,-87.60170986799999,3
35,25547,2020-10-15 02:39:00 UTC,HOMICIDE,FIRST DEGREE MURDER,AUTO,1,False,9,12.0,59,2020,41.826099916,-87.68490710399999,2
36,11501147,2018-11-07 09:48:00 UTC,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,1,False,5,9.0,54,2018,41.660764371999996,-87.5954225,3
37,11535906,2018-12-15 05:20:00 UTC,SEX OFFENSE,PUBLIC INDECENCY,CTA TRAIN,0,False,2,3.0,37,2018,41.794555986999995,-87.63057650299999,2
38,11761492,2019-07-17 07:40:00 UTC,NARCOTICS,FOUND SUSPECT NARCOTICS,RESTAURANT,1,False,2,3.0,37,2019,41.794893197,-87.63052147799999,2
39,11412298,2018-08-13 07:31:00 UTC,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,0,True,4,8.0,45,2018,41.746764918000004,-87.58296871299999,3
40,11516774,2018-11-25 01:33:00 UTC,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,0,False,1,25.0,34,2018,41.854814796,-87.63015214299999,2
41,11118736,2017-10-13 09:15:00 UTC,HUMAN TRAFFICKING,INVOLUNTARY SERVITUDE,HOTEL/MOTEL,1,False,16,41.0,10,2017,41.981579153,-87.83658001399999,0
42,12107611,2020-07-16 12:50:00 UTC,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),JAIL / LOCK-UP FACILITY,1,False,2,3.0,37,2020,41.80171934,-87.63070362100001,2
43,10432116,2016-03-01 06:30:00 UTC,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,0,False,9,12.0,59,2016,41.831556436999996,-87.68506852600001,2
44,10787898,2016-12-19 08:30:00 UTC,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,SIDEWALK,0,False,4,8.0,45,2016,41.749306059,-87.582536012,3
45,10936892,2017-05-06 07:55:00 UTC,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,"SCHOOL, PUBLIC, GROUNDS",1,False,17,39.0,13,2017,41.973897266,-87.71187746,0
46,11386601,2018-07-18 09:30:00 UTC,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,GOVERNMENT BUILDING/PROPERTY,0,False,5,9.0,54,2018,41.659126997,-87.612007761,3
47,12522180,2021-10-20 10:00:00 UTC,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,0,False,2,3.0,37,2021,41.809916904,-87.62987309399999,2
48,11811505,2019-08-30 08:20:00 UTC,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,POLICE FACILITY/VEH PARKING LOT,0,False,2,3.0,37,2019,41.80171934,-87.63070362100001,2
49,10904354,2017-04-06 06:00:00 UTC,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER,0,False,8,23.0,64,2017,41.784344964,-87.790065181,4
50,12267668,2021-01-12 09:00:00 UTC,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,False,8,13.0,64,2021,41.772426022,-87.738450215,4
51,11456956,2018-09-24 08:30:00 UTC,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESTAURANT,1,False,2,3.0,37,2018,41.794893197,-87.63052147799999,2
52,11504861,2018-11-11 09:00:00 UTC,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,0,False,4,8.0,45,2018,41.747022616,-87.584189651,3
53,10847670,2017-02-13 01:15:00 UTC,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,1,False,9,12.0,59,2017,41.83206445,-87.686586178,2
54,10814806,2017-01-13 08:43:00 UTC,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA GARAGE / OTHER PROPERTY,1,False,9,12.0,59,2017,41.826127378,-87.684910496,2
55,10893552,2016-12-08 12:00:00 UTC,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,0,False,2,3.0,37,2016,41.80171934,-87.63070362100001,2
56,11263663,2018-03-19 03:00:00 UTC,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,0,False,2,3.0,37,2018,41.794583892,-87.629307346,2
57,12281325,2020-12-13 01:00:00 UTC,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,False,2,3.0,37,2020,41.80171934,-87.63070362100001,2
58,11706796,2019-05-31 07:59:00 UTC,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,0,False,5,9.0,54,2019,41.659108368000005,-87.6164872,3
59,11661093,2019-04-20 11:25:00 UTC,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,1,False,5,9.0,54,2019,41.659553601,-87.59705383299999,3
60,11511468,2018-11-18 09:42:00 UTC,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,0,False,17,33.0,13,2018,41.975124523000005,-87.70744143799999,0
61,11614475,2019-03-06 02:25:00 UTC,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,1,False,4,8.0,45,2019,41.745941050999996,-87.57785543700001,3
62,11650683,2019-04-08 06:10:00 UTC,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,0,False,17,33.0,13,2019,41.97576106,-87.706916666,0
63,10965478,2017-05-19 03:30:00 UTC,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CURRENCY EXCHANGE,0,False,2,3.0,37,2017,41.794583892,-87.629307346,2
64,11439730,2018-09-07 09:57:00 UTC,NARCOTICS,POSS: COCAINE,STREET,1,False,9,12.0,59,2018,41.83027509,-87.685595149,2
65,11352703,2018-06-19 11:10:00 UTC,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2018,41.80171934,-87.63070362100001,2
66,11550942,2018-12-30 08:00:00 UTC,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2018,41.80171934,-87.63070362100001,2
67,10866022,2017-03-02 12:00:00 UTC,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,"SCHOOL, PUBLIC, GROUNDS",1,False,17,39.0,13,2017,41.973167821,-87.71349526799999,0
68,12072471,2020-05-31 05:30:00 UTC,PUBLIC PEACE VIOLATION,LOOTING,COMMERCIAL / BUSINESS OFFICE,0,False,2,3.0,37,2020,41.795991039,-87.63054248899999,2
69,11025722,2017-07-20 01:20:00 UTC,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESTAURANT,0,False,9,12.0,59,2017,41.825636210999996,-87.685407095,2
70,11695710,2019-05-09 09:00:00 UTC,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY/VEH PARKING LOT,0,False,2,3.0,37,2019,41.80171934,-87.63070362100001,2
71,10921647,2017-04-22 11:45:00 UTC,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,0,False,2,3.0,37,2017,41.808251811,-87.63088166600001,2
72,11526558,2018-12-05 01:15:00 UTC,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,1,False,2,3.0,37,2018,41.794583892,-87.629307346,2
73,10399969,2016-02-01 04:17:00 UTC,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,VEHICLE-COMMERCIAL,1,False,4,10.0,55,2016,41.66019767,-87.588827119,3
74,11395766,2018-07-22 09:45:00 UTC,BATTERY,AGGRAVATED OF A CHILD,POLICE FACILITY/VEH PARKING LOT,0,False,2,3.0,37,2018,41.80171934,-87.63070362100001,2
75,10469075,2016-03-24 01:00:00 UTC,PUBLIC PEACE VIOLATION,PEEPING TOM,"SCHOOL, PUBLIC, BUILDING",0,False,17,39.0,13,2016,41.973167821,-87.71349526799999,0
76,10837948,2017-02-01 02:50:00 UTC,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,"SCHOOL, PUBLIC, GROUNDS",0,True,4,8.0,45,2017,41.746600212,-87.578771154,3
77,10753728,2016-11-08 12:00:00 UTC,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,0,False,17,33.0,13,2016,41.975094338000005,-87.707441734,0
78,12060192,2020-05-25 07:00:00 UTC,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,0,True,4,8.0,45,2020,41.745381583000004,-87.582937183,3
79,10572945,2016-06-23 10:51:00 UTC,NARCOTICS,POSS: BARBITUATES,RESIDENCE,1,False,9,12.0,59,2016,41.833824824000004,-87.68486950299999,2
80,10693571,2016-09-21 06:00:00 UTC,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,0,False,4,8.0,45,2016,41.745081375,-87.579836951,3
81,12067588,2020-05-31 06:00:00 UTC,PUBLIC PEACE VIOLATION,LOOTING,RESTAURANT,0,False,2,3.0,37,2020,41.795991039,-87.63054248899999,2
82,10554517,2016-06-09 10:00:00 UTC,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,JAIL / LOCK-UP FACILITY,1,False,2,3.0,37,2016,41.80171934,-87.63070362100001,2
83,12105759,2020-07-02 05:00:00 UTC,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,1,False,8,13.0,64,2020,41.771961744,-87.742076435,4
84,10422906,2016-02-13 08:30:00 UTC,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,COLLEGE/UNIVERSITY GROUNDS,0,False,17,39.0,13,2016,41.974982534,-87.711105658,0
85,11249956,2018-03-08 01:05:00 UTC,NARCOTICS,POSS: COCAINE,STREET,1,False,9,12.0,59,2018,41.825857945,-87.684337183,2
86,10815250,2017-01-13 02:57:00 UTC,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,1,False,9,12.0,59,2017,41.822966185,-87.685434015,2
87,11784685,2019-08-06 05:00:00 UTC,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,0,False,2,3.0,37,2019,41.795991039,-87.63054248899999,2
88,12230902,2020-11-27 12:26:00 UTC,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,0,False,2,3.0,34,2020,41.826255205,-87.62969426299999,2
89,12213164,2020-09-05 09:00:00 UTC,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,0,False,8,13.0,64,2020,41.773810988,-87.740930315,4
90,11329188,2018-05-26 03:00:00 UTC,THEFT,PURSE-SNATCHING,CTA PLATFORM,0,False,2,3.0,37,2018,41.808682769,-87.630898966,2
91,11298858,2018-04-29 12:10:00 UTC,NARCOTICS,POSS: SYNTHETIC DRUGS,VEHICLE NON-COMMERCIAL,1,False,9,12.0,59,2018,41.825081621,-87.684877021,2
92,10400858,2016-01-30 09:30:00 UTC,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,"SCHOOL, PUBLIC, GROUNDS",0,False,17,39.0,13,2016,41.973167821,-87.71349526799999,0
93,10467139,2016-03-30 02:36:00 UTC,NARCOTICS,POSS: COCAINE,PARKING LOT/GARAGE(NON.RESID.),1,False,9,12.0,59,2016,41.830273049,-87.685719924,2
94,10861614,2017-02-26 10:00:00 UTC,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,0,False,2,3.0,37,2017,41.795991039,-87.63054248899999,2
95,11271277,2018-03-27 08:50:00 UTC,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,0,False,9,12.0,59,2018,41.835108416,-87.685227168,2
96,12128904,2020-08-07 04:00:00 UTC,ROBBERY,ATTEMPT AGGRAVATED,STREET,0,False,2,3.0,37,2020,41.794794341999996,-87.630511556,2
97,12287824,2020-12-15 11:59:00 UTC,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESIDENCE,0,False,4,8.0,45,2020,41.745101637,-87.582933114,3
98,11399815,2018-07-28 09:30:00 UTC,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,0,False,16,41.0,10,2018,41.976763216,-87.83661376399999,0
99,11748719,2019-07-06 05:00:00 UTC,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,RESIDENCE,0,False,8,13.0,64,2019,41.772503704,-87.739673925,4
100,11895643,2019-11-18 08:19:00 UTC,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,0,False,16,41.0,10,2019,41.975733396,-87.83454392700001,0
101,10841112,2017-02-07 02:10:00 UTC,NARCOTICS,POSS: COCAINE,STREET,1,False,9,12.0,59,2017,41.831178462,-87.685685112,2
102,11618017,2019-03-09 06:42:00 UTC,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2019,41.80171934,-87.63070362100001,2
103,11796009,2019-03-01 09:00:00 UTC,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,0,False,16,41.0,10,2019,41.977240316,-87.83525667100001,0
104,10856916,2017-02-21 05:52:08 UTC,OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,GOVERNMENT BUILDING/PROPERTY,1,False,2,3.0,37,2017,41.80171934,-87.63070362100001,2
105,11141410,2017-11-01 03:30:00 UTC,PUBLIC PEACE VIOLATION,OTHER VIOLATION,RESIDENCE,0,False,16,41.0,10,2017,41.977616263,-87.83273084,0
106,12239903,2020-12-04 09:00:00 UTC,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),0,False,2,3.0,37,2020,41.80171934,-87.63070362100001,2
107,12057564,2020-05-12 12:00:00 UTC,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,0,True,4,8.0,45,2020,41.744577071,-87.578263513,3
108,11175434,2017-12-12 08:37:00 UTC,PUBLIC PEACE VIOLATION,BOMB THREAT,OTHER RAILROAD PROP / TRAIN DEPOT,0,False,5,9.0,54,2017,41.68508339,-87.61120171600001,3
109,12001826,2020-03-07 03:41:00 UTC,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,OTHER (SPECIFY),0,False,17,39.0,13,2020,41.975739484,-87.70950589600001,0
110,11598982,2019-02-15 11:06:00 UTC,STALKING,VIOLATION OF STALKING NO CONTACT ORDER,POLICE FACILITY/VEH PARKING LOT,0,False,2,3.0,37,2019,41.80171934,-87.63070362100001,2
111,10546706,2016-06-01 09:00:00 UTC,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,0,True,8,23.0,64,2016,41.785139448,-87.77490043899999,4
112,10868431,2017-03-05 04:00:00 UTC,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA TRAIN,0,False,2,3.0,37,2017,41.808682769,-87.630898966,2
113,11159056,2017-11-25 01:34:00 UTC,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,1,False,4,8.0,45,2017,41.745458148000004,-87.58415653700001,3
114,11382161,2018-07-04 03:30:00 UTC,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,POLICE FACILITY/VEH PARKING LOT,0,False,2,3.0,37,2018,41.80171934,-87.63070362100001,2
115,10469763,2016-03-31 05:42:00 UTC,CRIMINAL TRESPASS,TO RESIDENCE,ABANDONED BUILDING,1,False,8,13.0,64,2016,41.784512125999996,-87.77175257299999,4
116,11864423,2019-10-17 12:38:00 UTC,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,HOTEL/MOTEL,0,False,16,41.0,10,2019,41.981579153,-87.83658001399999,0
117,10936594,2017-05-06 01:40:00 UTC,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),0,False,2,3.0,37,2017,41.794583892,-87.629307346,2
118,11842833,2019-09-24 08:30:00 UTC,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,0,False,2,3.0,37,2019,41.794583892,-87.629307346,2
119,11299564,2018-04-29 08:19:00 UTC,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,1,False,6,8.0,47,2018,41.722399492,-87.60448719600001,3
120,11342052,2018-06-09 03:15:00 UTC,BATTERY,AGG PO HANDS NO/MIN INJURY,GOVERNMENT BUILDING/PROPERTY,1,False,2,3.0,37,2018,41.80171934,-87.63070362100001,2
121,12537607,2021-11-10 10:25:00 UTC,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,0,False,2,3.0,37,2021,41.794906918,-87.63052132799999,2
122,12256415,2020-11-01 01:00:00 UTC,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,False,2,3.0,37,2020,41.80171934,-87.63070362100001,2
123,11050989,2017-08-10 09:09:00 UTC,PROSTITUTION,SOLICIT FOR BUSINESS,HOTEL/MOTEL,1,False,16,41.0,10,2017,41.985421498,-87.829756604,0
124,11607397,2019-02-25 03:00:00 UTC,ARSON,BY FIRE,ALLEY,0,False,4,8.0,45,2019,41.745434001999996,-87.581719993,3
125,11754556,2019-07-11 10:25:00 UTC,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARK PROPERTY,0,False,9,12.0,59,2019,41.826150065,-87.684554373,2
126,10821191,2017-01-19 01:25:00 UTC,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",1,False,4,8.0,45,2017,41.746600212,-87.578771154,3
127,11049287,2017-08-10 02:50:00 UTC,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,0,True,4,8.0,45,2017,41.745603902,-87.58294192299999,3
128,11076075,2017-09-03 12:49:00 UTC,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,1,False,2,3.0,37,2017,41.794555986999995,-87.63057650299999,2
129,10583863,2016-07-01 09:40:00 UTC,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,0,True,2,3.0,37,2016,41.80171934,-87.63070362100001,2
130,10706508,2016-10-04 11:00:00 UTC,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,"SCHOOL, PUBLIC, BUILDING",0,False,17,39.0,13,2016,41.973167821,-87.71349526799999,0
131,11969301,2020-02-02 04:14:00 UTC,ASSAULT,AGGRAVATED: OTHER FIREARM,STREET,0,False,8,13.0,64,2020,41.774327672,-87.742142692,4
132,10371674,2016-01-07 05:36:00 UTC,NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,JAIL / LOCK-UP FACILITY,0,True,2,3.0,37,2016,41.80171934,-87.63070362100001,2
133,10681704,2016-06-23 12:00:00 UTC,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CURRENCY EXCHANGE,0,False,2,3.0,37,2016,41.794583892,-87.629307346,2
134,10566095,2016-06-18 11:59:00 UTC,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2016,41.80171934,-87.63070362100001,2
135,10509391,2016-05-04 10:50:00 UTC,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,"SCHOOL, PUBLIC, BUILDING",1,False,17,39.0,13,2016,41.973167821,-87.71349526799999,0
136,12070272,2020-06-05 09:45:00 UTC,BURGLARY,HOME INVASION,APARTMENT,0,False,9,12.0,59,2020,41.83117376,-87.68582459299999,2
137,12260486,2021-01-02 10:00:00 UTC,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,0,False,9,12.0,59,2021,41.826187748,-87.684909887,2
138,12242360,2020-12-10 02:00:00 UTC,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,0,False,2,3.0,37,2020,41.798030386,-87.62970237799999,2
139,10640328,2016-08-14 11:35:00 UTC,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,0,True,4,8.0,45,2016,41.745322297,-87.580167594,3
140,11930115,2019-11-27 09:00:00 UTC,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,0,False,5,9.0,54,2019,41.685350899999996,-87.607054485,3
141,11127031,2017-10-22 10:00:00 UTC,CRIMINAL DAMAGE,TO STATE SUP PROP,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2017,41.80171934,-87.63070362100001,2
142,11586016,2019-02-02 02:15:00 UTC,ASSAULT,PRO EMP HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,0,False,2,3.0,37,2019,41.80171934,-87.63070362100001,2
143,11502084,2018-11-08 09:45:00 UTC,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,1,False,2,3.0,37,2018,41.80171934,-87.63070362100001,2
144,11659112,2019-04-03 09:00:00 UTC,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PRIVATE, GROUNDS",0,False,17,39.0,13,2019,41.974862898000005,-87.71232408600001,0
